gradient_wrt_Variable:0/mul_grad/mul,mul,156652,

gradient_wrt_Variable_7:0/relu__3_grad/greater_equal,greater_equal,156472,

gradient_wrt_Variable_2:0/add_3_grad/add/reduce_sum_x,sum,155991,

gradient_wrt_Variable_9:0/mean_grad/max_1,max,155811,

gradient_wrt_Variable_10:0/mean_grad/div,div,155771,

gradient_wrt_Variable_7:0/mat_mul_grad/mat_mul_1,mat_mul,155610,

gradient_wrt_Variable_4:0/relu__3_grad/sum,sum,155270,

gradient_wrt_Variable_4:0/mul_grad/mul,mul,153968,

gradient_wrt_Variable_3:0/mat_mul_1_grad/mat_mul,mat_mul,153827,

gradient_wrt_Variable_2:0/relu__3_grad/sum,sum,153476,

gradient_wrt_Variable_3:0/mean_grad/div,div,153246,

gradient_wrt_Variable_6:0/relu__3_grad/sum,sum,152885,

gradient_wrt_Variable:0/mul_grad/index,index,152515,

gradient_wrt_Variable:0/relu__3_grad/sum,sum,152194,

gradient_wrt_Variable_2:0/mul_grad/mul,mul,152014,

gradient_wrt_Variable_3:0/mean_grad/max_1,max,151954,

gradient_wrt_Variable_4:0/relu__2_grad/greater_equal,greater_equal,151793,

gradient_wrt_Variable_4:0/mean_grad/prod,prod,151242,

gradient_wrt_Variable_2:0/add_grad/reshape_1,reshape,151012,

gradient_wrt_Variable_4:0/mean_grad/div,div,150982,

gradient_wrt_Variable_10:0/mean_grad/max_1,max,150881,

gradient_wrt_Variable_7:0/add_3_grad/add/reduce_sum_x,sum,150781,

gradient_wrt_Variable:0/relu__1_grad/greater_equal,greater_equal,150761,

mul,mul,150190,

Adam/update_Variable_7:0/apply_adam,apply_adam,149649,

gradient_wrt_Variable:0/relu__grad/greater_equal,greater_equal,149028,

Adam/mul_1,mul,148227,

gradient_wrt_Variable_4:0/relu__3_grad/reshape,reshape,148097,

gradient_wrt_Variable_5:0/add_3_grad/add/reduce_sum_x,sum,147825,

gradient_wrt_Variable_6:0/add_4_grad/add/reduce_sum_x,sum,146924,

add_2,add,146453,

gradient_wrt_Variable:0/add_4_grad/reshape,reshape,146273,

gradient_wrt_Variable_6:0/add_3_grad/add/reduce_sum_x,sum,146072,

gradient_wrt_Variable_4:0/add_3_grad/add/reduce_sum_x,sum,145892,

relu__3,max,145382,

